,nflId,FirstName,LastName,PositionAbbr,EntryYear,DraftRound,DraftNumber,Height,Weight,College
675,2495356,Cedric,Thornton,DT,2011,,,"6'04""",295,Southern Arkansas
676,2530747,Doug,Baldwin,WR,2011,,,"5'10""",192,Stanford
677,2530794,Ronald,Parker,FS,2011,,,"6'00""",206,Newberry
678,2530765,Jonathan,Freeny,OLB,2011,,,"6'02""",254,Rutgers
679,2532871,Bruce,Irvin,OLB,2012,1.0,15.0,"6'03""",260,West Virginia
680,2533060,D'Andre,Kirkpatrick,CB,2012,1.0,17.0,"6'02""",185,Alabama
681,2532870,Melvin,Ingram,DE,2012,1.0,18.0,"6'02""",247,South Carolina
682,2532977,Kendall,Wright,WR,2012,1.0,20.0,"5'10""",185,Baylor
683,2533538,Chandler,Jones,OLB,2012,1.0,21.0,"6'05""",265,Syracuse
684,2533042,Riley,Reiff,T,2012,1.0,23.0,"6'06""",305,Iowa
685,2533043,David,DeCastro,G,2012,1.0,24.0,"6'05""",316,Stanford
686,2533057,Qualin,Hightower,MLB,2012,1.0,25.0,"6'03""",265,Alabama
687,2533049,Whitney,Mercilus,OLB,2012,1.0,26.0,"6'04""",265,Illinois
688,2532980,Kevin,Zeitler,G,2012,1.0,27.0,"6'04""",315,Wisconsin
689,2533048,Nicholas,Perry,OLB,2012,1.0,28.0,"6'03""",265,Southern California
690,2532948,Harrison,Smith,FS,2012,1.0,29.0,"6'02""",214,Notre Dame
691,2532899,Douglas,Martin,RB,2012,1.0,31.0,"5'09""",223,Boise State
692,2532933,Brian,Quick,WR,2012,2.0,33.0,"6'03""",218,Appalachian State
693,2532838,Jacoby,Fleener,TE,2012,2.0,34.0,"6'06""",251,Stanford
694,2532964,Courtney,Upshaw,DE,2012,2.0,35.0,"6'02""",272,Alabama
695,2533026,Derek,Wolfe,DE,2012,2.0,36.0,"6'05""",285,Cincinnati
696,2532945,Mitchell,Schwartz,T,2012,2.0,37.0,"6'05""",320,California
697,2532801,Orlandus,Branch,DE,2012,2.0,38.0,"6'05""",263,Clemson
698,2532875,Janoris,Jenkins,CB,2012,2.0,39.0,"5'10""",198,North Alabama
699,2532947,Aminiasi,Silatolu,G,2012,2.0,40.0,"6'04""",305,Midwestern State
700,2532849,Cordy,Glenn,T,2012,2.0,41.0,"6'06""",345,Georgia
701,2532787,Jeffery,Allen,G,2012,2.0,44.0,"6'04""",306,Illinois
702,2533039,Alshon,Jeffery,WR,2012,2.0,45.0,"6'03""",218,South Carolina
703,2532890,Marvin,Kendricks,OLB,2012,2.0,46.0,"6'00""",240,California
704,2532966,Bobby,Wagner,MLB,2012,2.0,47.0,"6'00""",245,Utah State
705,2534830,Tavon,Wilson,SS,2012,2.0,48.0,"6'00""",212,Illinois
706,2533052,Jerel,Worthy,DT,2012,2.0,51.0,"6'02""",300,Michigan State
707,2532804,Zach,Brown,ILB,2012,2.0,52.0,"6'01""",251,North Carolina
708,2533436,Brock,Osweiler,QB,2012,2.0,57.0,"6'07""",240,Arizona State
709,2532828,Lavonte,David,OLB,2012,2.0,58.0,"6'01""",233,Nebraska
710,2532825,Vincent,Curry,DE,2012,2.0,59.0,"6'03""",279,Marshall
711,2532922,Kelechi,Osemele,G,2012,2.0,60.0,"6'05""",330,Iowa State
712,2532861,Casey,Hayward,CB,2012,2.0,62.0,"5'11""",192,Vanderbilt
713,2533046,Dwayne,Allen,TE,2012,3.0,64.0,"6'03""",265,Clemson
714,2532877,Trumaine,Johnson,CB,2012,3.0,65.0,"6'02""",213,Montana
715,2533542,Joshua,Robinson,FS,2012,3.0,66.0,"5'10""",199,Central Florida
716,2533000,Bryan,Anger,P,2012,3.0,70.0,"6'03""",205,California
717,2532891,Josh,LeRibeus,C,2012,3.0,71.0,"6'02""",310,Southern Methodist
718,2533534,Olivier,Vernon,DE,2012,3.0,72.0,"6'02""",262,Miami
719,2532993,Donald,Stephenson,T,2012,3.0,74.0,"6'06""",312,Oklahoma
720,2532975,Russell,Wilson,QB,2012,3.0,75.0,"5'11""",215,Wisconsin
721,2534434,Brandon,Brooks,G,2012,3.0,76.0,"6'05""",335,"Miami, O."
722,2533008,Demario,Davis,ILB,2012,3.0,77.0,"6'02""",248,Arkansas State
723,2532821,Tyrone,Crawford,DE,2012,3.0,81.0,"6'04""",295,Boise State
724,2533040,Mohamed,Sanu,WR,2012,3.0,83.0,"6'02""",210,Rutgers
725,2532952,Sean,Spence,ILB,2012,3.0,86.0,"5'11""",231,Miami
726,2533433,Akiem,Hicks,DE,2012,3.0,89.0,"6'05""",332,"Regina, Can."
727,2532865,Eugene,Hilton,WR,2012,3.0,92.0,"5'09""",178,Florida International
728,2533010,Anthony,Bergstrom,G,2012,3.0,95.0,"6'05""",315,Utah
729,2533034,Lamar,Miller,RB,2012,4.0,97.0,"5'10""",220,Miami
730,2532883,Benjamin,Jones,C,2012,4.0,99.0,"6'03""",308,Georgia
731,2532790,Travis,Benjamin,WR,2012,4.0,100.0,"5'10""",175,Miami
732,2532820,Kirk,Cousins,QB,2012,4.0,102.0,"6'03""",202,Michigan State
733,2532800,Nigel,Bradham,OLB,2012,4.0,105.0,"6'02""",241,Florida State
734,2533460,Robert,Turbin,RB,2012,4.0,106.0,"5'10""",216,Utah State
735,2533543,Bobby,Massie,T,2012,4.0,112.0,"6'06""",317,Mississippi
736,2532974,Kyle,Wilber,OLB,2012,4.0,113.0,"6'04""",245,Wake Forest
737,2532946,Coty,Sensabaugh,CB,2012,4.0,115.0,"5'11""",187,Clemson
738,2532896,Joseph,Looney,C,2012,4.0,117.0,"6'03""",315,Wake Forest
739,2532978,Jarius,Wright,WR,2012,4.0,118.0,"5'10""",191,Arkansas
740,2532940,Keenan,Robinson,OLB,2012,4.0,119.0,"6'03""",238,Texas
741,2532835,Rhett,Ellison,TE,2012,4.0,128.0,"6'05""",250,Southern California
742,2532826,Michael,Daniels,DT,2012,4.0,132.0,"6'00""",310,Iowa
743,2532873,Malik,Jackson,DT,2012,5.0,137.0,"6'05""",290,Tennessee
744,2532986,Tahir,Whitehead,OLB,2012,5.0,138.0,"6'02""",241,Temple
745,2532794,Robert,Blanton,FS,2012,5.0,139.0,"6'01""",200,Notre Dame
746,2533016,Najee,Goode,ILB,2012,5.0,140.0,"6'00""",244,West Virginia
747,2532898,Brandon,Marshall,ILB,2012,5.0,142.0,"6'01""",250,Nevada
748,2532920,Joshua,Norman,CB,2012,5.0,143.0,"6'00""",200,Coastal Carolina
749,2532889,Senio,Kelemete,G,2012,5.0,151.0,"6'03""",300,Washington
750,2535131,Dennis,Kelly,T,2012,5.0,153.0,"6'08""",321,Purdue
751,2534567,Korey,Toomer,MLB,2012,5.0,154.0,"6'02""",235,Idaho
752,2532992,Jack,Crawford,DT,2012,5.0,158.0,"6'05""",288,Penn State
753,2533444,Randol,Bullock,K,2012,5.0,161.0,"5'09""",206,Texas A&M
754,2532884,Marvin,Jones,WR,2012,5.0,166.0,"6'02""",198,California
755,2532869,George,Iloka,FS,2012,5.0,167.0,"6'04""",225,Boise State
756,2532872,Asa,Jackson,CB,2012,5.0,169.0,"5'10""",183,Cal Poly
757,2534797,Greg,Zuerlein,K,2012,6.0,171.0,"6'00""",191,Missouri Western
758,2534834,Jeremy,Lane,CB,2012,6.0,172.0,"6'00""",190,"Northwestern State, La."
759,2533457,Alfred,Morris,RB,2012,6.0,173.0,"5'10""",224,Florida Atlantic
760,2534741,Keith,Tandy,FS,2012,6.0,174.0,"5'10""",205,West Virginia
761,2532968,Blair,Walsh,K,2012,6.0,175.0,"5'10""",175,Georgia
762,2532792,Justin,Bethel,CB,2012,6.0,177.0,"6'00""",200,Presbyterian
763,2533028,James,Hanna,TE,2012,6.0,186.0,"6'04""",260,Oklahoma
764,2532961,Danny,Trevathan,ILB,2012,6.0,188.0,"6'01""",239,Kentucky
765,2532816,Thomas,Compton,T,2012,6.0,193.0,"6'05""",313,South Dakota
766,2532921,Bradley,Nortman,P,2012,6.0,207.0,"6'02""",214,Wisconsin
767,2535132,Nate,Ebner,SS,2012,6.0,197.0,"6'00""",220,Ohio State
768,2533342,Justin,Sweezy,G,2012,7.0,225.0,"6'05""",298,North Carolina State
769,2532903,Rishard,Matthews,WR,2012,7.0,227.0,"6'00""",217,Nevada
770,2533459,Stephen,Stupar,OLB,2012,7.0,230.0,"6'02""",240,Penn State
771,2533442,Kelvin,Beachum,T,2012,7.0,248.0,"6'03""",308,Southern Methodist
772,2533554,Josh,Harris,LS,2012,,,"6'01""",224,Auburn
773,2535582,Peyton,Thompson,FS,2012,,,"5'10""",184,San Jose State
774,2532859,Bryce,Harris,T,2012,,,"6'06""",300,Fresno State
775,2535663,John,Hekker,P,2012,,,"6'05""",241,Oregon State
776,2534832,Rodney,McLeod,FS,2012,,,"5'10""",195,Virginia
777,2534820,Garrett,Celek,TE,2012,,,"6'05""",252,Michigan State
778,2535686,Giorgio,Tavecchio,K,2012,,,"5'10""",182,California
779,2535687,Michael,Thomas,SS,2012,,,"5'11""",195,Stanford
780,2533058,Vontaze,Burfict,OLB,2012,,,"6'01""",255,Arizona State
781,2532848,Tashaun,Gipson,FS,2012,,,"5'11""",212,Wyoming
782,2535613,Larry,Fort,ILB,2012,,,"6'00""",232,Northern Iowa
783,2535514,Steven,Johnson,ILB,2012,,,"6'01""",237,Kansas
784,2535529,Aaron,Brewer,LS,2012,,,"6'05""",232,San Diego State
785,2534822,Robert,Golden,SS,2012,,,"5'11""",202,Arizona
786,2532888,Casey,Keenum,QB,2012,,,"6'01""",205,Houston
787,2535535,Phillip,Supernaw,TE,2012,,,"6'05""",248,Ouachita Baptist
788,2535698,Cole,Beasley,WR,2012,,,"5'08""",180,Southern Methodist
789,2535722,Robert,Hughlett,LS,2012,,,"6'04""",248,Central Florida
790,2533454,Ronald,Leary,G,2012,,,"6'03""",320,Memphis
791,2534846,Neiko,Thorpe,CB,2012,,,"6'02""",210,Auburn
792,2535988,Brittan,Golden,WR,2012,,,"5'11""",186,West Texas A&M
793,2534571,Bobby,Rainey,RB,2012,,,"5'08""",212,Western Kentucky
794,2534436,Deonte,Thompson,WR,2012,,,"6'00""",204,Florida
795,2535943,Sean,McGrath,TE,2012,,,"6'05""",259,Henderson State
796,2536032,Emmanuel,Lamur,OLB,2012,,,"6'04""",245,Kansas State
797,2536044,Jamize,Olawale,FB,2012,,,"6'01""",240,North Texas
798,2536049,Ryan,Quigley,P,2012,,,"6'03""",188,Boston College
799,2532928,Edward,Pleasant,SS,2012,,,"5'10""",200,Oregon
800,2536340,Justin,Tucker,K,2012,,,"6'01""",183,Texas
801,2552730,Brian,Peters,ILB,2014,,,"6'04""",240,Northwestern
802,2538145,Gregory,Van Roten,C,2012,,,"6'03""",305,Pennsylvania
803,2538247,Andrew,DePaola,LS,2012,,,"6'02""",230,Rutgers
804,2540037,Foswhitt,Whittaker,RB,2012,,,"5'10""",205,Texas
805,2540928,Darren,Fells,TE,2013,,,"6'07""",270,California-Irvine
806,2555568,Erik,Harris,SS,2016,,,"6'03""",225,"California, Pa."
807,2541096,Ifeanyi,Momah,TE,2013,,,"6'07""",255,Boston College
808,2541192,Ayorunmi,Banjo,SS,2013,,,"5'10""",207,Southern Methodist
809,2539213,Eric,Fisher,T,2013,1.0,1.0,"6'07""",315,Central Michigan
810,2540139,Luke,Joeckel,G,2013,1.0,2.0,"6'06""",312,Texas A&M
811,2539286,Lane,Johnson,T,2013,1.0,4.0,"6'06""",317,Oklahoma
812,2539931,Ezekiel,Ansah,DE,2013,1.0,5.0,"6'05""",275,Brigham Young
813,2540140,Barkevious,Mingo,OLB,2013,1.0,6.0,"6'04""",239,Louisiana State
814,2539272,Jonathan,Cooper,G,2013,1.0,7.0,"6'02""",302,North Carolina
815,2539336,Tavon,Austin,WR,2013,1.0,8.0,"5'08""",179,West Virginia
816,2539194,Chance,Warmack,G,2013,1.0,10.0,"6'02""",323,Alabama
817,2540166,Danny,Fluker,G,2013,1.0,11.0,"6'05""",339,Alabama
818,2539237,Derek,Hayden,CB,2013,1.0,12.0,"5'11""",190,Houston
819,2540142,Sheldon,Richardson,DT,2013,1.0,13.0,"6'03""",294,Missouri
820,2539329,Starlite,Lotulelei,DT,2013,1.0,14.0,"6'02""",315,Utah
821,2539320,Kenny,Vaccaro,SS,2013,1.0,15.0,"6'00""",214,Texas
822,2539228,Erik,Manuel,QB,2013,1.0,16.0,"6'04""",237,Florida State
823,2540152,Eric,Reid,SS,2013,1.0,18.0,"6'01""",213,Louisiana State
824,2540195,Justin,Pugh,G,2013,1.0,19.0,"6'04""",301,Syracuse
825,2539933,Kyle,Long,G,2013,1.0,20.0,"6'06""",315,Oregon
826,2540148,Tyler,Eifert,TE,2013,1.0,21.0,"6'06""",255,Notre Dame
827,2539334,Desmond,Trufant,CB,2013,1.0,22.0,"6'00""",190,Washington
828,2540155,Xavier,Rhodes,CB,2013,1.0,25.0,"6'01""",218,Florida State
829,2540165,DeAndre,Hopkins,WR,2013,1.0,27.0,"6'01""",215,Clemson
830,2539270,Sylvester,Williams,NT,2013,1.0,28.0,"6'02""",313,North Carolina
831,2540145,Cordarrelle,Patterson,WR,2013,1.0,29.0,"6'02""",220,Tennessee
832,2540143,Alec,Ogletree,ILB,2013,1.0,30.0,"6'02""",235,Georgia
833,2540161,Travis,Frederick,C,2013,1.0,31.0,"6'04""",320,Wisconsin
834,2539223,Johnathan,Cyprien,SS,2013,2.0,33.0,"6'00""",223,Florida International
835,2540151,Justin,Hunter,WR,2013,2.0,34.0,"6'04""",203,Tennessee
836,2540158,Zachary,Ertz,TE,2013,2.0,35.0,"6'05""",250,Stanford
837,2540288,Darius,Slay,CB,2013,2.0,36.0,"6'00""",190,Mississippi State
838,2540156,Giovani,Bernard,RB,2013,2.0,37.0,"5'09""",205,North Carolina
839,2539277,Manti,Te'o,MLB,2013,2.0,38.0,"6'01""",241,Notre Dame
840,2539224,Cornellius,Carradine,DE,2013,2.0,40.0,"6'04""",270,Florida State
841,2540169,Robert,Woods,WR,2013,2.0,41.0,"6'00""",193,Southern California
842,2540206,Menelik,Watson,T,2013,2.0,42.0,"6'05""",315,Florida State
843,2539262,Johnthan,Banks,CB,2013,2.0,43.0,"6'02""",185,Mississippi State
844,2539296,Kawann,Short,DT,2013,2.0,44.0,"6'03""",315,Purdue
845,2540159,Kevin,Minter,MLB,2013,2.0,45.0,"6'00""",246,Louisiana State
846,2539935,Kristian,Alonso,OLB,2013,2.0,46.0,"6'03""",233,Oregon
847,2540175,Le'Veon,Bell,RB,2013,2.0,48.0,"6'01""",225,Michigan State
848,2540147,Johnathan,Hankins,DT,2013,2.0,49.0,"6'02""",325,Ohio State
849,2539978,Jon,Bostic,ILB,2013,2.0,50.0,"6'01""",245,Florida
850,2540170,David,Amerson,CB,2013,2.0,51.0,"6'01""",205,North Carolina State
851,2539311,Jamie,Collins,OLB,2013,2.0,52.0,"6'03""",250,Southern Mississippi
852,2539310,Margus,Hunt,DT,2013,2.0,53.0,"6'08""",298,Southern Methodist
853,2539932,Jamar,Taylor,CB,2013,2.0,54.0,"5'11""",192,Boise State
854,2540215,Vance,McDonald,TE,2013,2.0,55.0,"6'04""",267,Rice
855,2539943,Dayario,Swearinger,FS,2013,2.0,57.0,"5'10""",205,South Carolina
856,2539653,Robert,Alford,CB,2013,2.0,60.0,"5'10""",186,Southeastern Louisiana
857,2540168,Eddie,Lacy,RB,2013,2.0,61.0,"5'11""",250,Alabama
858,2540258,Travis,Kelce,TE,2013,3.0,63.0,"6'05""",260,Cincinnati
859,2539248,Lawrence,Warford,G,2013,3.0,65.0,"6'03""",317,Kentucky
860,2540163,Bennie,Logan,DT,2013,3.0,67.0,"6'02""",315,Louisiana State
861,2540180,Tyrann,Mathieu,FS,2013,3.0,69.0,"5'09""",186,Louisiana State
862,2539219,Blidi,Wreh-Wilson,CB,2013,3.0,70.0,"6'01""",190,Connecticut
863,2539247,Brian,Winters,G,2013,3.0,72.0,"6'04""",320,Kent State
864,2539275,Michael,Glennon,QB,2013,3.0,73.0,"6'06""",229,North Carolina State
865,2539205,Terrance,Williams,WR,2013,3.0,74.0,"6'02""",210,Baylor
866,2540228,Terron,Armstead,T,2013,3.0,75.0,"6'05""",304,Arkansas-Pine Bluff
867,2540154,Keenan,Allen,WR,2013,3.0,76.0,"6'02""",211,California
868,2539964,Marquise,Goodwin,WR,2013,3.0,78.0,"5'09""",179,Texas
869,2539291,Markus,Wheaton,WR,2013,3.0,79.0,"5'11""",185,Oregon State
870,2540219,James,Wilcox,FS,2013,3.0,80.0,"6'00""",212,Georgia Southern
871,2540138,Damontre,Moore,DE,2013,3.0,81.0,"6'05""",250,Texas A&M
872,2540162,Logan,Ryan,CB,2013,3.0,83.0,"5'11""",195,Rutgers
873,2539233,Shawn,Williams,SS,2013,3.0,84.0,"6'00""",210,Georgia
874,2540160,Jordan,Reed,TE,2013,3.0,85.0,"6'02""",246,Florida
875,2540291,Kayvon,Webster,CB,2013,3.0,90.0,"5'11""",192,South Florida
876,2541243,Duron,Harmon,FS,2013,3.0,91.0,"6'01""",205,Rutgers
877,2541302,Brandon,Williams,DT,2013,3.0,94.0,"6'01""",340,Missouri Southern
878,2540201,Akeem,Spence,DT,2013,4.0,100.0,"6'01""",307,Illinois
879,2539319,Alex,Okafor,DE,2013,4.0,103.0,"6'04""",260,Texas
880,2540200,Dion,Sims,TE,2013,4.0,106.0,"6'04""",268,Michigan State
881,2540216,Brian,Schwenke,C,2013,4.0,107.0,"6'03""",318,California
882,2540183,David,Bakhtiari,T,2013,4.0,109.0,"6'04""",310,Colorado
883,2539937,Shamarko,Thomas,SS,2013,4.0,111.0,"5'09""",217,Syracuse
884,2539242,Earl,Watford,G,2013,4.0,116.0,"6'04""",295,James Madison
885,2540292,Joseph,Tretter,C,2013,4.0,122.0,"6'03""",307,Cornell
886,2540176,William,Gholston,DE,2013,4.0,126.0,"6'06""",281,Michigan State
887,2539280,John,Simon,DE,2013,4.0,129.0,"6'01""",250,Ohio State
888,2540230,Kyle,Juszczyk,FB,2013,4.0,130.0,"6'01""",240,Harvard
889,2540203,Levine,Toilolo,TE,2013,4.0,133.0,"6'08""",265,Stanford
890,2539331,Oday,Aboushi,G,2013,5.0,141.0,"6'05""",315,Virginia
891,2540202,Kenneth,Stills,WR,2013,5.0,144.0,"6'01""",196,Oklahoma
892,2541310,Steven,Means,DE,2013,5.0,147.0,"6'03""",263,Buffalo
893,2539982,Aaron,Klein,OLB,2013,5.0,148.0,"6'01""",240,Iowa State
894,2540011,Christopher,Thompson,RB,2013,5.0,154.0,"5'08""",191,Florida State
895,2540237,Jeff,Locke,P,2013,5.0,155.0,"6'00""",195,UCLA
896,2539960,Quinton,Dial,NT,2013,5.0,157.0,"6'05""",318,Alabama
897,2541199,Luke,Willson,TE,2013,5.0,158.0,"6'05""",254,Rice
898,2539240,Micah,Hyde,SS,2013,5.0,159.0,"6'00""",197,Iowa
899,2539235,Tavarres,King,WR,2013,5.0,161.0,"6'01""",200,Georgia
900,2540229,Jordan,Mills,T,2013,5.0,163.0,"6'05""",316,Louisiana Tech
901,2539663,Mike,Gillislee,RB,2013,5.0,164.0,"5'11""",219,Florida
902,2539637,Caleb,Sturgis,K,2013,5.0,166.0,"5'09""",192,Florida
903,2539340,Richard,Wagner,T,2013,5.0,168.0,"6'06""",315,Wisconsin
904,2540255,Vinston,Painter,T,2013,6.0,173.0,"6'04""",310,Virginia Tech
905,2539227,Dustin,Hopkins,K,2013,6.0,177.0,"6'02""",203,Florida State
906,2541161,Latavius,Murray,RB,2013,6.0,181.0,"6'03""",230,Central Florida
907,2539289,Kenjon,Barner,RB,2013,6.0,182.0,"5'09""",185,Oregon
908,2539217,Andre,Ellington,RB,2013,6.0,187.0,"5'09""",199,Clemson
909,2539232,Cornelius,Washington,DE,2013,6.0,188.0,"6'04""",280,Georgia
910,2539265,Michael,Burkhead,RB,2013,6.0,190.0,"5'10""",210,Nebraska
911,2541315,Nathan,Palmer,ILB,2013,6.0,193.0,"6'02""",248,Illinois State
912,2540020,Theo,Riddick,RB,2013,6.0,199.0,"5'09""",201,Notre Dame
913,2541316,Ryan,Griffin,TE,2013,6.0,201.0,"6'06""",255,Connecticut
914,2541159,Ryan,Jensen,C,2013,6.0,203.0,"6'04""",319,Colorado State-Pueblo
915,2539285,Stacy,McGee,DE,2013,6.0,205.0,"6'03""",341,Oklahoma
916,2540221,Vince,Williams,ILB,2013,6.0,206.0,"6'01""",233,Florida State
917,2541388,Brice,Butler,WR,2013,7.0,209.0,"6'03""",220,San Diego State
918,2540286,Demetrius,McCray,CB,2013,7.0,210.0,"6'02""",200,Appalachian State
919,2540225,Thomas,Bohanon,FB,2013,7.0,215.0,"6'01""",246,Wake Forest
920,2539290,Jordan,Poyer,FS,2013,7.0,218.0,"6'00""",191,Oregon State
921,2539980,Kerwynn,Williams,RB,2013,7.0,230.0,"5'08""",198,Utah State
922,2540277,David,Bass,OLB,2013,7.0,233.0,"6'04""",267,Missouri Western
923,2540008,David,King,DE,2013,7.0,239.0,"6'04""",281,Oklahoma
924,2541431,Kemal,Ishmael,FS,2013,7.0,243.0,"6'00""",206,Central Florida
925,2540251,Anthony,Johnson,C,2013,7.0,251.0,"6'04""",300,South Carolina
926,2541202,Marcus,Cooper,CB,2013,7.0,252.0,"6'02""",197,Rutgers
927,2539207,John,Wetzel,T,2013,,,"6'07""",328,Boston College
928,2541135,Cody,Davis,FS,2013,,,"6'01""",203,Texas Tech
929,2541521,Ryan,Schraeder,T,2013,,,"6'07""",300,Valdosta State
930,2541535,Paul,Worrilow,OLB,2013,,,"6'00""",230,Delaware
931,2539645,Brandon,Williams,TE,2013,,,"6'03""",260,Oregon
932,2541539,Daren,Bates,ILB,2013,,,"5'11""",225,Auburn
933,2541544,Benny,Cunningham,RB,2013,,,"5'10""",218,Middle Tennessee
934,2539662,Lerentee,McCray,OLB,2013,,,"6'03""",249,Florida
935,2539974,Emmett,Cleary,T,2013,,,"6'07""",324,Boston College
936,2541556,Brandon,McManus,K,2013,,,"6'03""",201,Temple
937,2540279,Nick,Williams,WR,2013,,,"5'10""",184,Connecticut
938,2540269,Cortrelle,Anderson,RB,2013,,,"5'08""",224,California
939,2540013,William,Compton,ILB,2013,,,"6'01""",235,Nebraska
940,2540259,MarQueis,Gray,TE,2013,,,"6'04""",263,Minnesota
941,2541627,Kevin,McDermott,LS,2013,,,"6'05""",240,UCLA
942,2539324,LaAdrian,Waddle,T,2013,,,"6'06""",315,Texas Tech
943,2539259,Patrick,Omameh,G,2013,,,"6'04""",327,Michigan
944,2541200,Rashaan,Melvin,CB,2013,,,"6'02""",196,Northern Illinois
945,2539303,Zachary,Line,FB,2013,,,"6'01""",233,Southern Methodist
946,2541688,Marcus,Burley,CB,2013,,,"5'10""",190,Delaware
947,2539230,Abry,Jones,DT,2013,,,"6'04""",318,Georgia
948,2541754,Steven,Terrell,FS,2013,,,"5'10""",197,Texas A&M
949,2541716,Christopher,Hubbard,T,2013,,,"6'04""",295,Alabama-Birmingham
950,2541898,Lane,Taylor,G,2013,,,"6'03""",324,Oklahoma State
951,2540164,Tony,Jefferson,SS,2013,,,"5'11""",212,Oklahoma
952,2541966,Jaron,Brown,WR,2013,,,"6'02""",205,Clemson
953,2541958,Jahleel,Addae,SS,2013,,,"5'10""",195,Central Michigan
954,2541141,Marcus,Cromartie,FS,2013,,,"6'00""",195,Wisconsin
955,2542009,Benson,Mayowa,DE,2013,,,"6'03""",240,Idaho
956,2542053,Freddie,Bishop,OLB,2013,,,"6'03""",255,Western Michigan
957,2542246,Colton,Schmidt,P,2013,,,"5'11""",224,California-Davis
958,2542357,James,Winchester,LS,2013,,,"6'03""",240,Oklahoma
959,2543533,Patrick,Murray,K,2013,,,"5'07""",182,Fordham
960,2550130,Alejandro,Villanueva,T,2014,,,"6'09""",320,Army
961,2543456,Jadeveon,Clowney,OLB,2014,1.0,1.0,"6'05""",270,South Carolina
962,2543458,Gregory,Robinson,T,2014,1.0,2.0,"6'05""",332,Auburn
963,2543477,Robby,Bortles,QB,2014,1.0,3.0,"6'05""",236,Central Florida
964,2543457,Samuel,Watkins,WR,2014,1.0,4.0,"6'01""",211,Clemson
965,2543463,Khalil,Mack,DE,2014,1.0,5.0,"6'03""",252,Buffalo
966,2543758,Jacob,Matthews,T,2014,1.0,6.0,"6'05""",305,Texas A&M
967,2543468,Mike,Evans,WR,2014,1.0,7.0,"6'05""",231,Texas A&M
968,2543459,Anthony,Barr,OLB,2014,1.0,9.0,"6'05""",255,UCLA
969,2543466,Eric,Ebron,TE,2014,1.0,10.0,"6'04""",253,North Carolina
970,2550132,Taylor,Lewan,T,2014,1.0,11.0,"6'07""",309,Michigan
971,2543496,Odell,Beckham,WR,2014,1.0,12.0,"5'11""",198,Louisiana State
972,2543485,Aaron,Donald,DT,2014,1.0,13.0,"6'01""",280,Pittsburgh
973,2543681,Kyle,Fuller,CB,2014,1.0,14.0,"6'00""",190,Virginia Tech
974,2543486,Ryan,Shazier,ILB,2014,1.0,15.0,"6'01""",230,Ohio State
975,2543480,Zachary,Martin,G,2014,1.0,16.0,"6'04""",310,Notre Dame
976,2543464,Clinton,Mosley,ILB,2014,1.0,17.0,"6'02""",250,Alabama
977,2543755,Ja'Wuan,James,T,2014,1.0,19.0,"6'06""",307,Tennessee
978,2543498,Brandin,Cooks,WR,2014,1.0,20.0,"5'10""",189,Oregon State
979,2543470,Ha'Sean,Clinton-Dix,FS,2014,1.0,21.0,"6'01""",208,Alabama
980,2543494,Donald,Ford,OLB,2014,1.0,23.0,"6'02""",252,Auburn
981,2543474,Darqueze,Dennard,CB,2014,1.0,24.0,"5'11""",198,Michigan State
982,2543493,Jason,Verrett,CB,2014,1.0,25.0,"5'10""",188,Texas Christian
983,2543725,Marcus,Smith,DE,2014,1.0,26.0,"6'03""",258,Louisville
984,2543769,Deone,Bucannon,ILB,2014,1.0,27.0,"6'01""",211,Washington State
985,2543471,Kelvin,Benjamin,WR,2014,1.0,28.0,"6'05""",245,Florida State
986,2543741,Jimmie,Ward,FS,2014,1.0,30.0,"5'11""",193,Northern Illinois
987,2543505,Bradley,Roby,CB,2014,1.0,31.0,"5'11""",194,Ohio State
988,2543666,Xavier,Su'a-Filo,G,2014,2.0,33.0,"6'04""",320,UCLA
989,2543490,Demarcus,Lawrence,DE,2014,2.0,34.0,"6'03""",265,Boise State
990,2543737,Joel,Bitonio,G,2014,2.0,35.0,"6'04""",305,Nevada
991,2543499,Derek,Carr,QB,2014,2.0,36.0,"6'03""",214,Fresno State
992,2543683,Austin,Seferian-Jenkins,TE,2014,2.0,38.0,"6'05""",262,Washington
993,2543475,Marqise,Lee,WR,2014,2.0,39.0,"6'00""",196,Southern California
994,2543699,Kyle,Van Noy,OLB,2014,2.0,40.0,"6'03""",243,Brigham Young
995,2543492,Lamarcus,Joyner,FS,2014,2.0,41.0,"5'08""",190,Florida State
996,2543500,Jordan,Matthews,WR,2014,2.0,42.0,"6'03""",212,Vanderbilt
997,2543705,Weston,Richburg,C,2014,2.0,43.0,"6'03""",298,Colorado State
998,2543491,Paul,Richardson,WR,2014,2.0,45.0,"6'00""",183,Colorado
999,2543483,Stephon,Tuitt,DE,2014,2.0,46.0,"6'06""",303,Notre Dame
1000,2543461,Timothy,Jernigan,DT,2014,2.0,48.0,"6'02""",295,Florida State
1001,2543628,Troy,Niklas,TE,2014,2.0,52.0,"6'06""",270,Notre Dame
1002,2543495,Davante,Adams,WR,2014,2.0,53.0,"6'01""",215,Fresno State
1003,2543603,Jeremy,Hill,RB,2014,2.0,55.0,"6'01""",235,Louisiana State
1004,2543590,Cody,Latimer,WR,2014,2.0,56.0,"6'02""",215,Indiana
